result_code,PRMS Result Code,Year,PRMS Short Title,Type,Result Status,Top 10 Innovations,In PRMS (for Top 10),Innovation Short Name,Cluster,Program,2025 ballpark USD investments - CG Bilaterals,2025 ballpark USD investments - Lead CG Science Program,2025 ballpark USD investments - Partner co-investment,2026 estimated pooled USD need for lead Science Program,2027 estimated pooled USD need for lead Science Program,input_text
15994,14352.0,2024.0,Low-Carbon Footprint Rice Hybrid (IR139216H),Innovation development,Quality Assessed,,,,,,,,,,,Low-Carbon Footprint Rice Hybrid (IR139216H)
15996,11855.0,2024.0,Innovation Package and Scaling Readiness assessment for fertilizer recommendation tool,Innovation Package,Quality Assessed,,,,,,,,,,,Innovation Package and Scaling Readiness assessment for fertilizer recommendation tool
15997,11667.0,2024.0,Innovation Package and Scaling Readiness assessment for the system approach,Innovation Package,Quality Assessed,,,,,,,,,,,Innovation Package and Scaling Readiness assessment for the system approach
15998,11634.0,2024.0,Innovation Package and Scaling Readiness assessment for Harmonized Digital Fertilizer,Innovation Package,Quality Assessed,,,,,,,,,,,Innovation Package and Scaling Readiness assessment for Harmonized Digital Fertilizer
15999,11600.0,2024.0,Innovation Package and Scaling Readiness assessment for Managing planting time,Innovation Package,Quality Assessed,,,,,,,,,,,Innovation Package and Scaling Readiness assessment for Managing planting time
16000,6862.0,2024.0,Innovation Package and Scaling Readiness assessment for cropping calendar advisories,Innovation Package,Quality Assessed,,,,,,,,,,,Innovation Package and Scaling Readiness assessment for cropping calendar advisories
16001,5596.0,2024.0,Innovation Package and Scaling Readiness assessment for supporting sustainable soybean,Innovation Package,Quality Assessed,,,,,,,,,,,Innovation Package and Scaling Readiness assessment for supporting sustainable soybean
16028,14380.0,2024.0,The Rural Energy Insecurity Experiences Scale: a tool to measure,Innovation development,Quality Assessed,,,,,,,,,,,The Rural Energy Insecurity Experiences Scale: a tool to measure
16031,4544.0,2024.0,Innovation Package and Scaling Readiness assessment for installment of subnational,Innovation Package,Quality Assessed,,,,,,,,,,,Innovation Package and Scaling Readiness assessment for installment of subnational
16042,14393.0,2024.0,Elite lines with multiple resistance genes effective against rice yellow,Innovation development,Quality Assessed,,,,,,,,,,,Elite lines with multiple resistance genes effective against rice yellow
16060,14411.0,2024.0,"In Burkina Faso, Participants of the Agroecology Living Landscape built",Innovation use,Quality Assessed,,,,,,,,,,,"In Burkina Faso, Participants of the Agroecology Living Landscape built"
16092,14443.0,2024.0,Digital Twin Open Data Cube: Repository of raster data products,Innovation development,Quality Assessed,,,,,,,,,,,Digital Twin Open Data Cube: Repository of raster data products
16105,14456.0,2024.0,A survey finds that the ISAT Climate Information Services is,Innovation use,Quality Assessed,,,,,,,,,,,A survey finds that the ISAT Climate Information Services is
16119,14470.0,2024.0,Impact of CGIAR crop research on global agricultural productivity and,Innovation use,Quality Assessed,,,,,,,,,,,Impact of CGIAR crop research on global agricultural productivity and
16135,14486.0,2024.0,Eolo Platform for Seasonal Forecasting in Honduras,Innovation development,Quality Assessed,,,,,,,,,,,Eolo Platform for Seasonal Forecasting in Honduras
16143,14494.0,2024.0,[Manual] Training Module: Gender Responsive Digital Inclusion,Innovation development,Quality Assessed,,,,,,,,,,,[Manual] Training Module: Gender Responsive Digital Inclusion
16160,14511.0,2024.0,MSOIL: Digital Platform for Soil Health Monitoring and Management,Innovation development,Quality Assessed,,,,,,,,,,,MSOIL: Digital Platform for Soil Health Monitoring and Management
16170,14521.0,2024.0,Incidence and distribution of seed-borne viruses of chickpea and faba,Innovation development,Quality Assessed,,,,,,,,,,,Incidence and distribution of seed-borne viruses of chickpea and faba
16173,14524.0,2024.0,"Detection of Four Legume Viruses (AMV, CMV, BYMV, PSbMV) in",Innovation development,Quality Assessed,,,,,,,,,,,"Detection of Four Legume Viruses (AMV, CMV, BYMV, PSbMV) in"
16174,14525.0,2024.0,Reverse transcription-polymerase chain reaction (RT-PCR) assay for detection and characterization,Innovation development,Quality Assessed,,,,,,,,,,,Reverse transcription-polymerase chain reaction (RT-PCR) assay for detection and characterization
16177,14528.0,2024.0,Field-based assessment of the effectiveness of rust resistance genes under,Innovation development,Quality Assessed,,,,,,,,,,,Field-based assessment of the effectiveness of rust resistance genes under
16178,14529.0,2024.0,"Surveillance and Monitoring the Cereal Rust Diseases in Lebanon, Morocco",Innovation development,Quality Assessed,,,,,,,,,,,"Surveillance and Monitoring the Cereal Rust Diseases in Lebanon, Morocco"
16179,14530.0,2024.0,"Analysis of prevalent races of wheat rust pathogens in Lebanon,",Innovation development,Quality Assessed,,,,,,,,,,,"Analysis of prevalent races of wheat rust pathogens in Lebanon,"
16193,14542.0,2024.0,Improved version of Simcast (decision support system) for late blight,Innovation development,Quality Assessed,,,,,,,,,,,Improved version of Simcast (decision support system) for late blight
16229,14577.0,2024.0,"Building Resilience, Inclusive Growth & Holistic Transformation (BRIGHT) Integrated Household",Innovation development,Quality Assessed,,,,,,,,,,,"Building Resilience, Inclusive Growth & Holistic Transformation (BRIGHT) Integrated Household"
16270,14618.0,2024.0,Fall armyworm (Spodoptera frugiperda) management using pheromone-based mass trapping data,Innovation development,Quality Assessed,,,,,,,,,,,Fall armyworm (Spodoptera frugiperda) management using pheromone-based mass trapping data
16322,14669.0,2024.0,Development and evaluation of eco-friendly biopesticides against aphids and pod,Innovation development,Quality Assessed,,,,,,,,,,,Development and evaluation of eco-friendly biopesticides against aphids and pod
16323,14670.0,2024.0,Management of food legume pod borer and aphids through intercropping,Innovation development,Quality Assessed,,,,,,,,,,,Management of food legume pod borer and aphids through intercropping
16326,14673.0,2024.0,Demonstration and scaling of integrated management of parasitic weeds on,Innovation development,Quality Assessed,,,,,,,,,,,Demonstration and scaling of integrated management of parasitic weeds on
16329,14676.0,2024.0,Clean cassava planting material produced by NARS using cassava rapid,Innovation use,Quality Assessed,,,,,,,,,,,Clean cassava planting material produced by NARS using cassava rapid
16365,14712.0,2024.0,Decision support tool on Water-Energy-Food-Environmental (WEFE) Nexus for improving water,Innovation development,Quality Assessed,,,,,,,,,,,Decision support tool on Water-Energy-Food-Environmental (WEFE) Nexus for improving water
16371,14718.0,2024.0,Toolbox4seedsystems,Innovation development,Quality Assessed,,,,,,,,,,,Toolbox4seedsystems
16376,14723.0,2024.0,Adoption of feeds & forages and animal health innovations by,Innovation use,Quality Assessed,,,,,,,,,,,Adoption of feeds & forages and animal health innovations by
16427,14773.0,2024.0,Methodology for GHG emission reductions from manure-fed biogas digesters in,Innovation development,Quality Assessed,,,,,,,,,,,Methodology for GHG emission reductions from manure-fed biogas digesters in
16458,10256.0,2024.0,The farmers who were previously reached through the AKILIMO platform,Innovation use,Quality Assessed,True,Yes,Data-Driven Decision Support Tools Empowering Smallholder Farmers with AKILIMO,Outliers/Independent,Sustainable Farming,,,,,,The farmers who were previously reached through the AKILIMO platform
16511,14855.0,2024.0,Low glycemic index and high protein rice to transform health,Innovation use,Quality Assessed,,,,,,,,,,,Low glycemic index and high protein rice to transform health
16513,14857.0,2024.0,Expansion of the Direct Seeded Rice Breeding Network to better,Innovation development,Quality Assessed,,,,,,,,,,,Expansion of the Direct Seeded Rice Breeding Network to better
16514,14858.0,2024.0,Climate-resilient high night temperature tolerant rice from genetics to variety,Innovation development,Quality Assessed,,,,,,,,,,,Climate-resilient high night temperature tolerant rice from genetics to variety
16539,14883.0,2024.0,A decision tree to drive best practices in trait discovery,Innovation development,Quality Assessed,,,,,,,,,,,A decision tree to drive best practices in trait discovery
16562,14906.0,2024.0,Global updated rangeland ecosystem climate change projections through 2050 using,Innovation development,Quality Assessed,,,,,,,,,,,Global updated rangeland ecosystem climate change projections through 2050 using
16567,6189.0,2024.0,Innovation Package and Scaling Readiness assessment for tools for pioneer,Innovation Package,Quality Assessed,,,,,,,,,,,Innovation Package and Scaling Readiness assessment for tools for pioneer
16568,6127.0,2024.0,Innovation Package and Scaling Readiness assessment for tools for pioneer,Innovation Package,Quality Assessed,,,,,,,,,,,Innovation Package and Scaling Readiness assessment for tools for pioneer
16569,6084.0,2024.0,Innovation Package and Scaling Readiness assessment for the ganso (ganaderia,Innovation Package,Quality Assessed,,,,,,,,,,,Innovation Package and Scaling Readiness assessment for the ganso (ganaderia
16570,5437.0,2024.0,Innovation Package and Scaling Readiness assessment for financial tool targeted,Innovation Package,Quality Assessed,,,,,,,,,,,Innovation Package and Scaling Readiness assessment for financial tool targeted
16572,4532.0,2024.0,Innovation Package and Scaling Readiness assessment for participatory land use,Innovation Package,Quality Assessed,,,,,,,,,,,Innovation Package and Scaling Readiness assessment for participatory land use
16583,14921.0,2024.0,Management of persistently aphid-transmitted faba bean viruses in Tunisia,Innovation development,Quality Assessed,,,,,,,,,,,Management of persistently aphid-transmitted faba bean viruses in Tunisia
16595,14933.0,2024.0,"Restoration Co-Design (ReCoDe): fusing global with local knowledge for cost-effective,",Innovation development,Quality Assessed,,,,,,,,,,,"Restoration Co-Design (ReCoDe): fusing global with local knowledge for cost-effective,"
16597,14935.0,2024.0,Innovation Package and Scaling Readiness assessment for atmospheric water harvesting,Innovation Package,Quality Assessed,,,,,,,,,,,Innovation Package and Scaling Readiness assessment for atmospheric water harvesting
16668,15005.0,2024.0,A new era in agricultural training: Bangladesh launches pioneering combine,Innovation development,Quality Assessed,,,,,,,,,,,A new era in agricultural training: Bangladesh launches pioneering combine
16676,15013.0,2024.0,Innovation Package and Scaling Readiness assessment for vertical farming for host,Innovation Package,Quality Assessed,,,,,,,,,,,Innovation Package and Scaling Readiness assessment for vertical farming for host
16680,15017.0,2024.0,Innovation Package and Scaling Readiness assessment for conflict forecast for digital,Innovation Package,Quality Assessed,,,,,,,,,,,Innovation Package and Scaling Readiness assessment for conflict forecast for digital
16708,3771.0,2024.0,"Aflasafe, a biocontrol technology reducing aflatoxin in maize, groundnut, and",Innovation use,Quality Assessed,,,,,,,,,,,"Aflasafe, a biocontrol technology reducing aflatoxin in maize, groundnut, and"
